Player,Credits,Player Type,Player Name,Team,Matches Played,Runs,Balls Faced,Fours,Sixes,Dot Balls,25+ Scores,50+ Scores,75+ Scores,100+ Scores,Runs in Powerplay,Runs in Middle Overs,Runs in Death Overs,Batting Average,Strike Rate,Wickets,LBW/Bowled Wickets,Runs Conceded,Balls Bowled,Dot Balls Bowled,3+ Wickets,4+ Wickets,5+ Wickets,economy,Balls Bowled in Powerplay,Balls Bowled in Death Overs,Bowling Average,Bowling Strike Rate,Catches,Stumpings,Run-Outs,Catches per Match,Stumpings per Match,Run-Outs per Match,25+ runs per Match,50+ runs per Match,75+ runs per Match,100+ runs per Match,3+ wickets per Match,4+ wickets per Match,5+ wickets per Match,Chennai,Delhi,Mumbai,Kolkata,Bengaluru,Hyderabad,Ahmedabad,Jaipur,Mohali,Lucknow,Dharamsala,Guwahati,Indore,Visakhapatnam,Chennai_matches,Delhi_matches,Mumbai_matches,Kolkata_matches,Bengaluru_matches,Hyderabad_matches,Ahmedabad_matches,Jaipur_matches,Mohali_matches,Lucknow_matches,Dharamsala_matches,Guwahati_matches,Indore_matches,Visakhapatnam_matches,Chennai_avg_fantasy,Delhi_avg_fantasy,Mumbai_avg_fantasy,Kolkata_avg_fantasy,Bengaluru_avg_fantasy,Hyderabad_avg_fantasy,Ahmedabad_avg_fantasy,Jaipur_avg_fantasy,Mohali_avg_fantasy,Lucknow_avg_fantasy,Dharamsala_avg_fantasy,Guwahati_avg_fantasy,Indore_avg_fantasy,Visakhapatnam_avg_fantasy,Total fantasy points,Fantasy points per match,Total current fantasy points,Current Fantasy points per match
MS Dhoni,7.0,WK,MS Dhoni,CHE,61,741,542,60,44,229,12,1,0,0,9,143,589,12.15,136.72,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,42,7,10,0.689,0.115,0.164,0.197,0.016,0.0,0.0,0.0,0.0,0.0,269.0,0.0,42.0,0.0,67.0,5.0,56.0,0.0,65.0,150.0,12.0,42.0,0.0,87.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,26.9,45.665,42.0,40.0,67.0,5.0,56.0,29.55,65.0,75.0,12.0,42.0,0.0,87.0,795.0,39.75,346.0,49.43
SM Curran,7.5,ALL,Sam Curran,CHE,57,845,701,63,36,270,9,3,0,0,119,478,242,14.82,120.54,49,9,1834,1141,355,4,0,0,9.64,452,303,37.43,23.29,20,0,3,0.351,0.0,0.053,0.158,0.053,0.0,0.0,0.07,0.0,0.0,74.0,0.0,0.0,42.0,85.0,0.0,9.0,0.0,452.0,98.0,137.0,181.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,24.67,45.665,34.0,42.0,85.0,42.0,9.0,29.55,90.4,98.0,68.5,181.0,0.0,47.5,2264.0,66.59,37.0,18.5
PP Shaw,,,,,54,1446,957,176,57,372,11,7,2,1,828,348,19,26.78,151.1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,12,0,0,0.222,0.0,0.0,0.204,0.13,0.037,0.019,0.0,0.0,0.0,0.0,59.0,128.0,29.0,141.0,0.0,23.0,0.0,0.0,64.0,0.0,0.0,0.0,109.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,37.0,29.5,128.0,29.0,47.0,42.0,23.0,29.55,45.0,64.0,53.0,41.0,0.0,54.5,553.0,50.27,,
DL Chahar,8.0,BOWL,Deepak Chahar,MI,40,30,19,2,2,7,1,0,0,0,0,0,30,0.75,157.89,37,7,1157,821,308,2,2,0,8.46,445,64,31.27,22.19,7,0,1,0.175,0.0,0.025,0.025,0.0,0.0,0.0,0.05,0.05,0.0,248.0,34.0,72.0,0.0,0.0,34.0,34.0,0.0,0.0,16.0,0.0,0.0,0.0,4.0,6.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,41.33,34.0,24.0,40.0,43.5,34.0,34.0,29.55,45.0,8.0,53.0,41.0,0.0,4.0,540.0,36.0,282.0,40.29
SN Thakur,7.0,BOWL,Shardul Thakur,LSG,59,273,199,24,12,74,1,1,0,0,0,126,147,4.63,137.19,63,10,1956,1272,385,3,2,0,9.23,367,377,31.05,20.19,18,0,0,0.305,0.0,0.0,0.017,0.017,0.0,0.0,0.051,0.034,0.0,104.0,0.0,20.0,64.0,167.0,132.0,7.0,0.0,0.0,182.0,73.0,0.0,0.0,64.0,5.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,20.8,45.665,20.0,64.0,41.75,132.0,7.0,29.55,45.0,45.5,73.0,41.0,0.0,64.0,931.0,49.0,492.0,70.29
DJ Bravo,,,,,21,70,48,4,5,19,0,0,0,0,0,12,58,3.33,145.83,30,3,567,450,138,4,0,0,7.56,39,176,18.9,15.0,5,0,1,0.238,0.0,0.048,0.0,0.0,0.0,0.0,0.19,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR Pant,9.0,WK,Rishabh Pant,LSG,50,1313,976,122,56,368,18,6,1,0,225,829,253,26.26,134.53,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,33,12,5,0.66,0.24,0.1,0.36,0.12,0.02,0.0,0.0,0.0,0.0,0.0,447.0,5.0,61.0,0.0,33.0,70.0,58.0,50.0,261.0,0.0,0.0,0.0,252.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,37.0,89.4,5.0,30.5,43.5,33.0,70.0,58.0,50.0,52.2,53.0,41.0,0.0,84.0,1237.0,61.85,239.0,34.14
N Rana,7.5,ALL,Nitish Rana,RR,67,1863,1384,174,89,549,20,8,3,1,548,1096,196,27.81,134.61,11,4,282,225,61,0,0,0,7.52,12,49,25.64,20.45,18,0,1,0.269,0.0,0.015,0.299,0.119,0.045,0.015,0.0,0.0,0.0,0.0,99.0,0.0,80.0,44.0,23.0,5.0,12.0,24.0,0.0,0.0,179.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,37.0,99.0,34.0,40.0,44.0,23.0,5.0,12.0,24.0,42.0,53.0,89.5,0.0,47.5,959.0,63.93,342.0,48.86
B Kumar,8.0,BOWL,Bhuvneshwar Kumar,RCB,66,145,162,15,1,75,1,0,0,0,0,36,109,2.2,89.51,63,15,2008,1518,590,3,0,2,7.94,549,476,31.87,24.1,6,0,2,0.091,0.0,0.03,0.015,0.0,0.0,0.0,0.045,0.0,0.03,80.0,34.0,68.0,4.0,142.0,257.0,8.0,34.0,70.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,4.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,34.0,34.0,4.0,35.5,42.83,4.0,34.0,70.0,42.0,53.0,41.0,0.0,47.5,1416.0,52.44,249.0,49.8
Shubman Gill,9.0,BAT,Shubman Gill,GT,76,2842,2070,280,90,698,24,12,4,5,1303,1174,186,37.39,137.29,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,24,0,1,0.316,0.0,0.013,0.316,0.158,0.053,0.066,0.0,0.0,0.0,18.0,14.0,0.0,0.0,34.0,109.0,673.0,120.0,63.0,141.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,18.0,14.0,34.0,40.0,17.0,109.0,74.78,120.0,63.0,70.5,53.0,41.0,0.0,47.5,1172.0,65.11,404.0,67.33
Sandeep Sharma,7.5,BOWL,Sandeep Sharma,RR,42,16,20,1,0,8,0,0,0,0,0,0,16,0.38,80.0,33,8,1352,985,317,0,0,1,8.24,408,265,40.97,29.85,10,0,4,0.238,0.0,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.024,76.0,66.0,0.0,0.0,12.0,68.0,74.0,224.0,64.0,72.0,0.0,42.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,38.0,33.0,34.0,40.0,12.0,34.0,37.0,56.0,64.0,72.0,53.0,14.0,0.0,47.5,800.0,44.44,225.0,32.14
T Natarajan,7.5,BOWL,T Natarajan,DC,46,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,53,16,1596,1068,299,3,1,0,8.97,287,396,30.11,20.15,10,0,4,0.217,0.0,0.087,0.0,0.0,0.0,0.0,0.065,0.022,0.0,72.0,164.0,4.0,98.0,34.0,246.0,34.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,164.0,4.0,98.0,34.0,49.2,34.0,29.55,34.0,42.0,53.0,41.0,0.0,47.5,846.0,49.76,,
Mohammad Nabi,,,,,18,105,103,6,4,43,0,0,0,0,22,64,19,5.83,101.94,7,0,307,218,54,0,0,0,8.45,66,20,43.86,31.14,17,0,2,0.944,0.0,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,46.0,0.0,0.0,0.0,0.0,41.0,26.0,43.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,55.0,15.33,40.0,43.5,42.0,40.0,41.0,26.0,43.0,53.0,41.0,0.0,47.5,229.0,32.71,,
Rashid Khan,9.0,BOWL,Rashid-Khan,GT,105,574,396,47,34,167,4,0,1,0,0,131,443,5.47,144.95,125,56,2983,2439,814,9,2,1,7.34,533,292,23.86,19.51,41,0,5,0.39,0.0,0.048,0.038,0.0,0.01,0.0,0.086,0.019,0.01,65.0,51.0,0.0,0.0,40.0,12.0,443.0,74.0,45.0,72.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,65.0,51.0,34.0,40.0,20.0,12.0,49.22,74.0,45.0,36.0,53.0,41.0,0.0,47.5,2131.0,54.64,253.0,42.17
RA Tripathi,7.5,BAT,Rahul Tripathi,CHE,57,1426,1031,149,51,376,13,7,1,0,648,686,59,25.02,138.31,0,0,4,7,5,0,0,0,3.43,0,7,0.0,0.0,19,0,1,0.333,0.0,0.018,0.228,0.123,0.018,0.0,0.0,0.0,0.0,145.0,0.0,0.0,38.0,0.0,69.0,101.0,0.0,19.0,25.0,0.0,45.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,45.665,34.0,38.0,43.5,69.0,101.0,29.55,19.0,25.0,53.0,45.0,0.0,47.5,556.0,42.77,113.0,22.6
V Shankar,,,,,43,836,659,60,35,232,8,6,0,0,134,483,212,19.44,126.86,3,0,134,95,32,0,0,0,8.46,28,23,44.67,31.67,16,0,4,0.372,0.0,0.093,0.186,0.14,0.0,0.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,22.0,0.0,60.0,40.0,14.0,52.0,0.0,27.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,64.67,45.665,34.0,40.0,22.0,42.0,15.0,40.0,14.0,26.0,53.0,27.0,0.0,47.5,527.0,32.94,216.0,43.2
WP Saha,,,,,54,1074,952,125,24,420,13,4,1,0,643,267,20,19.89,112.82,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,35,9,11,0.648,0.167,0.204,0.241,0.074,0.019,0.0,0.0,0.0,0.0,79.0,73.0,0.0,0.0,13.0,0.0,152.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,79.0,73.0,34.0,40.0,13.0,42.0,30.4,29.55,35.0,42.0,53.0,41.0,0.0,47.5,433.0,39.36,,
AD Russell,8.5,ALL,Andre Russell,KKR,66,1185,805,77,97,380,15,4,0,0,47,696,442,17.95,147.2,66,5,1319,810,242,6,1,1,9.77,141,272,19.98,12.27,16,0,3,0.242,0.0,0.045,0.227,0.061,0.0,0.0,0.091,0.015,0.015,120.0,0.0,150.0,686.0,72.0,0.0,48.0,0.0,37.0,94.0,0.0,12.0,0.0,113.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60.0,45.665,75.0,68.6,72.0,42.0,48.0,29.55,37.0,94.0,53.0,12.0,0.0,113.0,1427.0,71.35,257.0,42.83
MK Pandey,7.0,BAT,Manish Pandey,KKR,39,965,862,75,31,338,10,6,1,0,302,547,88,24.74,111.95,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,25,0,1,0.641,0.0,0.026,0.256,0.154,0.026,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,61.5,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,20.0,226.0,37.67,37.0,37.0
EJG Morgan,,,,,21,261,234,17,13,103,2,1,0,0,53,152,56,12.43,111.54,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,11,0,1,0.524,0.0,0.048,0.095,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,254.0,42.33,,
Abdul Samad,6.5,BAT,Abdul Samad,LSG,45,653,463,41,41,163,11,0,0,0,5,301,347,14.51,141.04,1,0,23,14,3,0,0,0,9.86,0,2,23.0,14.0,29,0,0,0.644,0.0,0.0,0.244,0.0,0.0,0.0,0.0,0.0,0.0,53.0,35.0,7.0,43.0,79.0,147.0,95.0,101.0,53.0,117.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,17.67,35.0,7.0,21.5,79.0,36.75,47.5,50.5,53.0,29.25,53.0,41.0,0.0,47.5,731.0,34.81,186.0,31.0
KD Karthik,,,,,70,1149,773,101,61,280,15,3,1,0,8,448,693,16.41,148.64,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,32,9,12,0.457,0.129,0.171,0.214,0.043,0.014,0.0,0.0,0.0,0.0,70.0,0.0,109.0,51.0,360.0,31.0,39.0,12.0,0.0,0.0,38.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70.0,45.665,109.0,51.0,51.43,31.0,39.0,12.0,45.0,42.0,38.0,41.0,0.0,47.5,1046.0,43.58,,
Shakib Al Hasan,,,,,8,47,50,3,1,17,1,0,0,0,0,33,14,5.88,94.0,4,2,188,157,49,0,0,0,7.18,73,0,47.0,39.25,3,0,2,0.375,0.0,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harbhajan Singh,,,,,3,4,4,0,0,1,0,0,0,0,0,0,4,1.33,100.0,0,0,63,45,19,0,0,0,8.4,14,6,0.0,0.0,1,0,0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA Warner,,,,,62,1867,1466,209,52,607,13,13,4,0,1022,613,105,30.11,127.35,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,30,0,1,0.484,0.0,0.016,0.21,0.21,0.065,0.0,0.0,0.0,0.0,0.0,13.0,24.0,0.0,5.0,0.0,0.0,95.0,69.0,24.0,0.0,0.0,0.0,154.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,37.0,13.0,24.0,40.0,5.0,42.0,40.0,95.0,69.0,24.0,53.0,41.0,0.0,77.0,1265.0,57.5,,
M Prasidh Krishna,7.5,BOWL,Prasidh Krishna,GT,40,6,13,0,0,7,0,0,0,0,0,0,6,0.15,46.15,46,8,1292,981,414,4,0,0,7.9,351,267,28.09,21.33,6,0,1,0.15,0.0,0.025,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,50.0,64.0,166.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,50.0,64.0,55.33,29.55,45.0,64.0,53.0,41.0,0.0,47.5,527.0,58.56,419.0,69.83
JM Bairstow,,,,,39,1031,731,101,51,295,12,5,0,1,475,386,103,26.44,141.04,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,20,1,7,0.513,0.026,0.179,0.308,0.128,0.0,0.026,0.0,0.0,0.0,88.0,0.0,0.0,222.0,20.0,0.0,50.0,0.0,64.0,96.0,88.0,28.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,88.0,45.665,34.0,222.0,20.0,42.0,50.0,29.55,21.33,96.0,44.0,28.0,0.0,47.5,1174.0,55.9,,
PJ Cummins,8.5,BOWL,Pat Cummins,SRH,35,356,223,24,27,91,3,2,0,0,0,171,185,10.17,159.64,41,7,1282,826,269,4,0,0,9.31,304,199,31.27,20.15,14,0,1,0.4,0.0,0.029,0.086,0.057,0.0,0.0,0.114,0.0,0.0,128.0,21.0,205.0,98.0,114.0,565.0,132.0,0.0,53.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,2.0,2.0,1.0,10.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,42.67,21.0,102.5,49.0,114.0,56.5,66.0,29.55,53.0,42.0,53.0,41.0,0.0,6.0,1522.0,66.17,461.0,65.86
CV Varun,9.0,BOWL,Varun Chakravarthy,KKR,66,16,40,2,0,30,0,0,0,0,0,2,14,0.24,40.0,80,25,1901,1531,556,7,1,0,7.45,377,163,23.76,19.14,10,0,4,0.152,0.0,0.061,0.0,0.0,0.0,0.0,0.106,0.015,0.0,118.0,0.0,76.0,484.0,4.0,0.0,72.0,0.0,80.0,106.0,0.0,64.0,0.0,106.0,3.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,39.33,45.665,38.0,48.4,4.0,42.0,72.0,29.55,80.0,106.0,53.0,64.0,0.0,106.0,1548.0,64.5,444.0,63.43
KL Rahul,9.0,WK,Lokesh Rahul,DC,55,2281,1744,185,95,607,13,9,9,2,934,985,265,41.47,130.79,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,42,2,5,0.764,0.036,0.091,0.236,0.164,0.164,0.036,0.0,0.0,0.0,181.0,133.0,97.0,79.0,239.0,47.0,0.0,114.0,0.0,630.0,0.0,0.0,0.0,41.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,90.5,44.33,97.0,79.0,119.5,47.0,40.0,114.0,45.0,90.0,53.0,41.0,0.0,41.0,1561.0,82.16,483.0,96.6
C Sakariya,6.0,BOWL,Chetan Sakariya,KKR,27,20,31,3,0,21,0,0,0,0,0,1,19,0.74,64.52,33,3,846,664,216,4,1,0,7.64,269,172,25.64,20.12,6,0,0,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.148,0.037,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA Agarwal,,,,,48,1162,946,124,35,389,12,5,2,0,645,379,39,24.21,122.83,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,25,0,1,0.521,0.0,0.021,0.25,0.104,0.042,0.0,0.0,0.0,0.0,0.0,0.0,21.0,62.0,0.0,27.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,21.0,62.0,43.5,27.0,28.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,334.0,47.71,,
Mustafizur Rahman,,,,,33,12,20,0,1,13,0,0,0,0,0,0,12,0.36,60.0,37,8,1099,793,267,3,1,0,8.32,250,325,29.7,21.43,2,0,0,0.061,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.03,0.0,370.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,34.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,61.67,45.665,42.0,40.0,43.5,42.0,40.0,29.55,45.0,34.0,53.0,41.0,0.0,34.0,556.0,61.78,,
SV Samson,9.0,WK,Sanju Samson,RR,76,2345,1661,210,111,591,18,14,3,1,745,1284,276,30.86,141.18,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,36,11,11,0.474,0.145,0.145,0.237,0.184,0.039,0.013,0.0,0.0,0.0,43.0,241.0,44.0,24.0,0.0,134.0,132.0,555.0,108.0,135.0,0.0,93.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,2.0,1.0,1.0,3.0,1.0,1.0,21.5,120.5,44.0,24.0,43.5,67.0,66.0,92.5,54.0,135.0,53.0,31.0,0.0,47.5,1513.0,65.78,452.0,64.57
CH Gayle,,,,,10,193,160,21,8,74,3,0,0,0,94,79,19,19.3,120.62,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,3,0,0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH Morris,,,,,11,67,53,2,5,22,1,0,0,0,0,3,64,6.09,126.42,15,2,396,262,83,1,1,0,9.07,88,71,26.4,17.47,4,0,0,0.364,0.0,0.0,0.091,0.0,0.0,0.0,0.091,0.091,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S Gopal,6.5,BOWL,Shreyas Gopal,CHE,8,16,14,2,1,9,0,0,0,0,0,0,16,2.0,114.29,4,2,215,120,32,0,0,0,10.75,42,0,53.75,30.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,38.0,40.0,43.5,42.0,40.0,29.55,34.0,42.0,53.0,41.0,0.0,47.5,128.0,32.0,,
BA Stokes,,,,,3,15,18,2,0,9,0,0,0,0,2,7,6,5.0,83.33,0,0,30,12,2,0,0,0,15.0,6,0,0.0,0.0,3,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R Tewatia,7.0,ALL,Rahul Tewatia,GT,67,780,602,72,33,233,10,0,0,0,5,287,488,11.64,129.57,11,1,530,364,90,1,0,0,8.74,55,12,48.18,33.09,25,0,1,0.373,0.0,0.015,0.149,0.0,0.0,0.0,0.015,0.0,0.0,14.0,8.0,0.0,0.0,81.0,12.0,211.0,139.0,80.0,70.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,8.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,14.0,8.0,34.0,40.0,40.5,12.0,26.38,34.75,80.0,35.0,53.0,41.0,0.0,47.5,620.0,31.0,104.0,17.33
R Parag,8.0,ALL,Riyan Parag,RR,67,1438,1039,96,85,378,14,5,4,0,159,944,331,21.46,138.4,12,6,473,360,110,0,0,0,7.88,104,19,39.42,30.0,40,0,3,0.597,0.0,0.045,0.209,0.075,0.06,0.0,0.0,0.0,0.0,95.0,97.0,104.0,70.0,0.0,177.0,128.0,451.0,126.0,24.0,0.0,226.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,2.0,1.0,1.0,3.0,1.0,1.0,47.5,48.5,104.0,70.0,43.5,88.5,64.0,75.17,63.0,24.0,53.0,75.33,0.0,47.5,1743.0,69.72,391.0,55.86
DJ Hooda,7.0,BAT,Deepak Hooda,CHE,56,996,791,77,39,278,7,7,1,0,219,668,107,17.79,125.92,3,1,220,165,54,0,0,0,8.0,37,6,73.33,55.0,30,0,1,0.536,0.0,0.018,0.125,0.125,0.018,0.0,0.0,0.0,0.0,74.0,12.0,19.0,16.0,0.0,0.0,0.0,62.0,0.0,159.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,18.5,12.0,19.0,16.0,43.5,42.0,40.0,62.0,45.0,31.8,53.0,41.0,0.0,47.5,346.0,26.62,31.0,10.33
S Dube,8.0,BAT,Shivam Dube,CHE,71,1763,1281,109,110,473,22,8,1,0,75,1229,459,24.83,137.63,10,0,400,280,61,0,0,0,8.57,24,57,40.0,28.0,23,0,0,0.324,0.0,0.0,0.31,0.113,0.014,0.0,0.0,0.0,0.0,663.0,0.0,130.0,0.0,157.0,85.0,47.0,117.0,74.0,82.0,4.0,38.0,0.0,26.0,11.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,60.27,45.665,130.0,40.0,39.25,85.0,47.0,39.0,74.0,41.0,4.0,38.0,0.0,26.0,1451.0,53.74,342.0,48.86
N Pooran,8.5,WK,Nicholas Pooran,LSG,64,1691,1057,117,123,387,17,9,3,0,157,1018,515,26.42,159.98,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,32,4,5,0.5,0.062,0.078,0.266,0.141,0.047,0.0,0.0,0.0,0.0,66.0,129.0,159.0,272.0,112.0,236.0,0.0,116.0,0.0,537.0,0.0,0.0,0.0,173.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,1.0,66.0,129.0,159.0,136.0,112.0,118.0,40.0,116.0,45.0,48.82,53.0,41.0,0.0,173.0,1982.0,82.58,775.0,110.71
M Shahrukh Khan,7.5,ALL,Shahrukh Khan,GT,50,751,543,47,51,217,7,1,0,0,37,350,364,15.02,138.31,0,0,16,12,3,0,0,0,8.0,0,6,0.0,0.0,23,0,1,0.46,0.0,0.02,0.14,0.02,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,95.0,0.0,237.0,28.0,34.0,29.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,18.0,34.0,40.0,95.0,42.0,39.5,28.0,34.0,29.0,53.0,41.0,0.0,47.5,515.0,36.79,136.0,34.0
